record_id,doi,year,pdf_path,pdf_is_version_of_record,page_count,scoped_first_page,scoped_last_page,predicted_figures_total,historical_figures_total,count_error,exact,figure_numbers,missing_figure_numbers,contiguous,census_error
doi:10.1021/acssynbio.6b00333,10.1021/acssynbio.6b00333,2017,data/papers/2017/10.1021__acssynbio.6b00333/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.6b00335,10.1021/acssynbio.6b00335,2017,data/papers/2017/10.1021__acssynbio.6b00335/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.6b00336,10.1021/acssynbio.6b00336,2017,data/papers/2017/10.1021__acssynbio.6b00336/publisher/paper.pdf,True,7,1,7,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.6b00337,10.1021/acssynbio.6b00337,2017,data/papers/2017/10.1021__acssynbio.6b00337/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.6b00339,10.1021/acssynbio.6b00339,2017,data/papers/2017/10.1021__acssynbio.6b00339/paper.pdf,True,13,1,13,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.6b00341,10.1021/acssynbio.6b00341,2017,data/papers/2017/10.1021__acssynbio.6b00341/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.6b00342,10.1021/acssynbio.6b00342,2017,data/papers/2017/10.1021__acssynbio.6b00342/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.6b00343,10.1021/acssynbio.6b00343,2017,data/papers/2017/10.1021__acssynbio.6b00343/publisher/paper.pdf,True,3,1,3,1,1,0,True,1,,True,
doi:10.1021/acssynbio.6b00346,10.1021/acssynbio.6b00346,2017,data/papers/2017/10.1021__acssynbio.6b00346/publisher/paper.pdf,True,8,1,8,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.6b00348,10.1021/acssynbio.6b00348,2017,data/papers/2017/10.1021__acssynbio.6b00348/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.6b00349,10.1021/acssynbio.6b00349,2017,data/papers/2017/10.1021__acssynbio.6b00349/publisher/paper.pdf,True,8,1,8,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.6b00350,10.1021/acssynbio.6b00350,2017,data/papers/2017/10.1021__acssynbio.6b00350/publisher/paper.pdf,True,11,1,11,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.6b00353,10.1021/acssynbio.6b00353,2017,data/papers/2017/10.1021__acssynbio.6b00353/publisher/paper.pdf,True,8,1,8,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.6b00354,10.1021/acssynbio.6b00354,2017,data/papers/2017/10.1021__acssynbio.6b00354/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.6b00358,10.1021/acssynbio.6b00358,2017,data/papers/2017/10.1021__acssynbio.6b00358/publisher/paper.pdf,True,9,1,9,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.6b00359,10.1021/acssynbio.6b00359,2017,data/papers/2017/10.1021__acssynbio.6b00359/publisher/paper.pdf,True,6,1,6,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.6b00361,10.1021/acssynbio.6b00361,2017,data/papers/2017/10.1021__acssynbio.6b00361/publisher/paper.pdf,True,10,1,10,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.6b00364,10.1021/acssynbio.6b00364,2017,data/papers/2017/10.1021__acssynbio.6b00364/publisher/paper.pdf,True,13,1,13,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.6b00366,10.1021/acssynbio.6b00366,2017,data/papers/2017/10.1021__acssynbio.6b00366/publisher/paper.pdf,True,9,1,9,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.6b00367,10.1021/acssynbio.6b00367,2017,data/papers/2017/10.1021__acssynbio.6b00367/publisher/paper.pdf,True,8,1,8,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.6b00368,10.1021/acssynbio.6b00368,2017,data/papers/2017/10.1021__acssynbio.6b00368/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.6b00370,10.1021/acssynbio.6b00370,2017,data/papers/2017/10.1021__acssynbio.6b00370/publisher/paper.pdf,True,6,1,6,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.6b00371,10.1021/acssynbio.6b00371,2017,data/papers/2017/10.1021__acssynbio.6b00371/paper.pdf,True,13,1,13,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.6b00372,10.1021/acssynbio.6b00372,2017,data/papers/2017/10.1021__acssynbio.6b00372/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.6b00373,10.1021/acssynbio.6b00373,2017,data/papers/2017/10.1021__acssynbio.6b00373/publisher/paper.pdf,True,11,1,11,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.6b00374,10.1021/acssynbio.6b00374,2017,data/papers/2017/10.1021__acssynbio.6b00374/publisher/paper.pdf,True,12,1,12,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.6b00375,10.1021/acssynbio.6b00375,2017,data/papers/2017/10.1021__acssynbio.6b00375/publisher/paper.pdf,True,8,1,8,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.6b00376,10.1021/acssynbio.6b00376,2017,data/papers/2017/10.1021__acssynbio.6b00376/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.6b00377,10.1021/acssynbio.6b00377,2017,data/papers/2017/10.1021__acssynbio.6b00377/publisher/paper.pdf,True,10,1,10,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.6b00378,10.1021/acssynbio.6b00378,2017,data/papers/2017/10.1021__acssynbio.6b00378/publisher/paper.pdf,True,13,1,13,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.6b00379,10.1021/acssynbio.6b00379,2017,data/papers/2017/10.1021__acssynbio.6b00379/publisher/paper.pdf,True,11,1,11,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.6b00387,10.1021/acssynbio.6b00387,2017,data/papers/2017/10.1021__acssynbio.6b00387/publisher/paper.pdf,True,9,1,9,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.6b00388,10.1021/acssynbio.6b00388,2017,data/papers/2017/10.1021__acssynbio.6b00388/publisher/paper.pdf,True,8,1,8,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.6b00391,10.1021/acssynbio.6b00391,2017,data/papers/2017/10.1021__acssynbio.6b00391/publisher/paper.pdf,True,8,1,8,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.6b00392,10.1021/acssynbio.6b00392,2017,data/papers/2017/10.1021__acssynbio.6b00392/publisher/paper.pdf,True,12,1,12,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.6b00395,10.1021/acssynbio.6b00395,2017,data/papers/2017/10.1021__acssynbio.6b00395/paper.pdf,True,7,1,7,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.6b00397,10.1021/acssynbio.6b00397,2017,data/papers/2017/10.1021__acssynbio.6b00397/publisher/paper.pdf,True,11,1,11,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00001,10.1021/acssynbio.7b00001,2017,data/papers/2017/10.1021__acssynbio.7b00001/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00003,10.1021/acssynbio.7b00003,2017,data/papers/2017/10.1021__acssynbio.7b00003/publisher/paper.pdf,True,13,1,13,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.7b00006,10.1021/acssynbio.7b00006,2017,data/papers/2017/10.1021__acssynbio.7b00006/publisher/paper.pdf,True,11,1,11,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.7b00007,10.1021/acssynbio.7b00007,2017,data/papers/2017/10.1021__acssynbio.7b00007/publisher/paper.pdf,True,9,1,9,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.7b00009,10.1021/acssynbio.7b00009,2017,data/papers/2017/10.1021__acssynbio.7b00009/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00011,10.1021/acssynbio.7b00011,2017,data/papers/2017/10.1021__acssynbio.7b00011/publisher/paper.pdf,True,13,1,13,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.7b00016,10.1021/acssynbio.7b00016,2017,data/papers/2017/10.1021__acssynbio.7b00016/publisher/paper.pdf,True,13,1,13,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00017,10.1021/acssynbio.7b00017,2017,data/papers/2017/10.1021__acssynbio.7b00017/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.7b00019,10.1021/acssynbio.7b00019,2017,data/papers/2017/10.1021__acssynbio.7b00019/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00020,10.1021/acssynbio.7b00020,2017,data/papers/2017/10.1021__acssynbio.7b00020/publisher/paper.pdf,True,11,1,11,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00022,10.1021/acssynbio.7b00022,2017,data/papers/2017/10.1021__acssynbio.7b00022/publisher/paper.pdf,True,10,1,10,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00025,10.1021/acssynbio.7b00025,2017,data/papers/2017/10.1021__acssynbio.7b00025/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00028,10.1021/acssynbio.7b00028,2017,data/papers/2017/10.1021__acssynbio.7b00028/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00029,10.1021/acssynbio.7b00029,2017,data/papers/2017/10.1021__acssynbio.7b00029/publisher/paper.pdf,True,14,1,14,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00034,10.1021/acssynbio.7b00034,2017,data/papers/2017/10.1021__acssynbio.7b00034/publisher/paper.pdf,True,10,1,10,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00037,10.1021/acssynbio.7b00037,2017,data/papers/2017/10.1021__acssynbio.7b00037/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00041,10.1021/acssynbio.7b00041,2017,data/papers/2017/10.1021__acssynbio.7b00041/publisher/paper.pdf,True,11,1,11,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00042,10.1021/acssynbio.7b00042,2017,data/papers/2017/10.1021__acssynbio.7b00042/publisher/paper.pdf,True,12,1,12,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00045,10.1021/acssynbio.7b00045,2017,data/papers/2017/10.1021__acssynbio.7b00045/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.7b00046,10.1021/acssynbio.7b00046,2017,data/papers/2017/10.1021__acssynbio.7b00046/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00048,10.1021/acssynbio.7b00048,2017,data/papers/2017/10.1021__acssynbio.7b00048/publisher/paper.pdf,True,11,1,11,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00050,10.1021/acssynbio.7b00050,2017,data/papers/2017/10.1021__acssynbio.7b00050/publisher/paper.pdf,True,11,1,11,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00056,10.1021/acssynbio.7b00056,2017,data/papers/2017/10.1021__acssynbio.7b00056/publisher/paper.pdf,True,9,1,9,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00057,10.1021/acssynbio.7b00057,2017,data/papers/2017/10.1021__acssynbio.7b00057/publisher/paper.pdf,True,6,1,6,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00058,10.1021/acssynbio.7b00058,2017,data/papers/2017/10.1021__acssynbio.7b00058/publisher/paper.pdf,True,13,1,13,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00059,10.1021/acssynbio.7b00059,2017,data/papers/2017/10.1021__acssynbio.7b00059/paper.pdf,True,12,1,12,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00069,10.1021/acssynbio.7b00069,2017,data/papers/2017/10.1021__acssynbio.7b00069/publisher/paper.pdf,True,9,1,9,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00072,10.1021/acssynbio.7b00072,2017,data/papers/2017/10.1021__acssynbio.7b00072/publisher/paper.pdf,True,11,1,11,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00076,10.1021/acssynbio.7b00076,2017,data/papers/2017/10.1021__acssynbio.7b00076/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00077,10.1021/acssynbio.7b00077,2017,data/papers/2017/10.1021__acssynbio.7b00077/publisher/paper.pdf,True,11,1,11,9,9,0,True,1 2 3 4 5 6 7 8 9,,True,
doi:10.1021/acssynbio.7b00078,10.1021/acssynbio.7b00078,2017,data/papers/2017/10.1021__acssynbio.7b00078/publisher/paper.pdf,True,8,1,8,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00083,10.1021/acssynbio.7b00083,2017,data/papers/2017/10.1021__acssynbio.7b00083/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.7b00086,10.1021/acssynbio.7b00086,2017,data/papers/2017/10.1021__acssynbio.7b00086/publisher/paper.pdf,True,10,1,10,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.7b00087,10.1021/acssynbio.7b00087,2017,data/papers/2017/10.1021__acssynbio.7b00087/publisher/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00088,10.1021/acssynbio.7b00088,2017,data/papers/2017/10.1021__acssynbio.7b00088/publisher/paper.pdf,True,9,1,9,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00089,10.1021/acssynbio.7b00089,2017,data/papers/2017/10.1021__acssynbio.7b00089/publisher/paper.pdf,True,10,1,10,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00091,10.1021/acssynbio.7b00091,2017,data/papers/2017/10.1021__acssynbio.7b00091/publisher/paper.pdf,True,4,1,4,2,2,0,True,1 2,,True,
doi:10.1021/acssynbio.7b00094,10.1021/acssynbio.7b00094,2017,data/papers/2017/10.1021__acssynbio.7b00094/publisher/paper.pdf,True,15,1,15,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00099,10.1021/acssynbio.7b00099,2017,data/papers/2017/10.1021__acssynbio.7b00099/publisher/paper.pdf,True,9,1,9,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.7b00100,10.1021/acssynbio.7b00100,2017,data/papers/2017/10.1021__acssynbio.7b00100/publisher/paper.pdf,True,12,1,12,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00101,10.1021/acssynbio.7b00101,2017,data/papers/2017/10.1021__acssynbio.7b00101/publisher/paper.pdf,True,6,1,6,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00102,10.1021/acssynbio.7b00102,2017,data/papers/2017/10.1021__acssynbio.7b00102/publisher/paper.pdf,True,8,1,8,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00105,10.1021/acssynbio.7b00105,2017,data/papers/2017/10.1021__acssynbio.7b00105/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00106,10.1021/acssynbio.7b00106,2017,data/papers/2017/10.1021__acssynbio.7b00106/publisher/paper.pdf,True,7,1,7,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00108,10.1021/acssynbio.7b00108,2017,data/papers/2017/10.1021__acssynbio.7b00108/paper.pdf,True,10,1,10,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00109,10.1021/acssynbio.7b00109,2017,data/papers/2017/10.1021__acssynbio.7b00109/publisher/paper.pdf,True,9,1,9,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00111,10.1021/acssynbio.7b00111,2017,data/papers/2017/10.1021__acssynbio.7b00111/publisher/paper.pdf,True,8,1,8,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00112,10.1021/acssynbio.7b00112,2017,data/papers/2017/10.1021__acssynbio.7b00112/publisher/paper.pdf,True,9,1,9,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00113,10.1021/acssynbio.7b00113,2017,data/papers/2017/10.1021__acssynbio.7b00113/paper.pdf,True,8,1,8,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00114,10.1021/acssynbio.7b00114,2017,data/papers/2017/10.1021__acssynbio.7b00114/paper.pdf,True,12,1,12,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00115,10.1021/acssynbio.7b00115,2017,data/papers/2017/10.1021__acssynbio.7b00115/publisher/paper.pdf,True,7,1,7,2,2,0,True,1 2,,True,
doi:10.1021/acssynbio.7b00116,10.1021/acssynbio.7b00116,2017,data/papers/2017/10.1021__acssynbio.7b00116/publisher/paper.pdf,True,6,1,6,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00117,10.1021/acssynbio.7b00117,2017,data/papers/2017/10.1021__acssynbio.7b00117/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00118,10.1021/acssynbio.7b00118,2017,data/papers/2017/10.1021__acssynbio.7b00118/publisher/paper.pdf,True,7,1,7,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00119,10.1021/acssynbio.7b00119,2017,data/papers/2017/10.1021__acssynbio.7b00119/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00121,10.1021/acssynbio.7b00121,2017,data/papers/2017/10.1021__acssynbio.7b00121/publisher/paper.pdf,True,4,1,4,1,1,0,True,1,,True,
doi:10.1021/acssynbio.7b00124,10.1021/acssynbio.7b00124,2017,data/papers/2017/10.1021__acssynbio.7b00124/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00128,10.1021/acssynbio.7b00128,2017,data/papers/2017/10.1021__acssynbio.7b00128/publisher/paper.pdf,True,9,1,9,4,5,-1,False,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00129,10.1021/acssynbio.7b00129,2017,data/papers/2017/10.1021__acssynbio.7b00129/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00131,10.1021/acssynbio.7b00131,2017,data/papers/2017/10.1021__acssynbio.7b00131/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00136,10.1021/acssynbio.7b00136,2017,data/papers/2017/10.1021__acssynbio.7b00136/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00137,10.1021/acssynbio.7b00137,2017,data/papers/2017/10.1021__acssynbio.7b00137/publisher/paper.pdf,True,10,1,10,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00138,10.1021/acssynbio.7b00138,2017,data/papers/2017/10.1021__acssynbio.7b00138/publisher/paper.pdf,True,10,1,10,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.7b00144,10.1021/acssynbio.7b00144,2017,data/papers/2017/10.1021__acssynbio.7b00144/publisher/paper.pdf,True,12,1,12,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00147,10.1021/acssynbio.7b00147,2017,data/papers/2017/10.1021__acssynbio.7b00147/publisher/paper.pdf,True,11,1,11,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00148,10.1021/acssynbio.7b00148,2017,data/papers/2017/10.1021__acssynbio.7b00148/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00149,10.1021/acssynbio.7b00149,2017,data/papers/2017/10.1021__acssynbio.7b00149/publisher/paper.pdf,True,7,1,7,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00150,10.1021/acssynbio.7b00150,2017,data/papers/2017/10.1021__acssynbio.7b00150/publisher/paper.pdf,True,12,1,12,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.7b00154,10.1021/acssynbio.7b00154,2017,data/papers/2017/10.1021__acssynbio.7b00154/publisher/paper.pdf,True,6,1,6,2,2,0,True,1 2,,True,
doi:10.1021/acssynbio.7b00155,10.1021/acssynbio.7b00155,2017,data/papers/2017/10.1021__acssynbio.7b00155/publisher/paper.pdf,True,7,1,7,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00157,10.1021/acssynbio.7b00157,2017,data/papers/2017/10.1021__acssynbio.7b00157/publisher/paper.pdf,True,9,1,9,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.7b00162,10.1021/acssynbio.7b00162,2017,data/papers/2017/10.1021__acssynbio.7b00162/publisher/paper.pdf,True,7,1,7,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00163,10.1021/acssynbio.7b00163,2017,data/papers/2017/10.1021__acssynbio.7b00163/publisher/paper.pdf,True,13,1,13,9,9,0,True,1 2 3 4 5 6 7 8 9,,True,
doi:10.1021/acssynbio.7b00165,10.1021/acssynbio.7b00165,2017,data/papers/2017/10.1021__acssynbio.7b00165/publisher/paper.pdf,True,8,1,8,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00166,10.1021/acssynbio.7b00166,2017,data/papers/2017/10.1021__acssynbio.7b00166/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00167,10.1021/acssynbio.7b00167,2017,data/papers/2017/10.1021__acssynbio.7b00167/publisher/paper.pdf,True,12,1,12,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.7b00169,10.1021/acssynbio.7b00169,2017,data/papers/2017/10.1021__acssynbio.7b00169/publisher/paper.pdf,True,11,1,11,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00171,10.1021/acssynbio.7b00171,2017,data/papers/2017/10.1021__acssynbio.7b00171/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.7b00172,10.1021/acssynbio.7b00172,2017,data/papers/2017/10.1021__acssynbio.7b00172/publisher/paper.pdf,True,9,1,9,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.7b00174,10.1021/acssynbio.7b00174,2017,data/papers/2017/10.1021__acssynbio.7b00174/publisher/paper.pdf,True,10,1,10,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00177,10.1021/acssynbio.7b00177,2017,data/papers/2017/10.1021__acssynbio.7b00177/publisher/paper.pdf,True,9,1,9,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00179,10.1021/acssynbio.7b00179,2017,data/papers/2017/10.1021__acssynbio.7b00179/publisher/paper.pdf,True,10,1,10,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00185,10.1021/acssynbio.7b00185,2017,data/papers/2017/10.1021__acssynbio.7b00185/publisher/paper.pdf,True,13,1,13,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.7b00192,10.1021/acssynbio.7b00192,2017,data/papers/2017/10.1021__acssynbio.7b00192/publisher/paper.pdf,True,6,1,6,2,2,0,True,1 2,,True,
doi:10.1021/acssynbio.7b00197,10.1021/acssynbio.7b00197,2017,data/papers/2017/10.1021__acssynbio.7b00197/publisher/paper.pdf,True,5,1,5,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00199,10.1021/acssynbio.7b00199,2017,data/papers/2017/10.1021__acssynbio.7b00199/publisher/paper.pdf,True,7,1,7,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.7b00203,10.1021/acssynbio.7b00203,2017,data/papers/2017/10.1021__acssynbio.7b00203/publisher/paper.pdf,True,8,1,8,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00204,10.1021/acssynbio.7b00204,2017,data/papers/2017/10.1021__acssynbio.7b00204/publisher/paper.pdf,True,12,1,12,8,8,0,True,1 2 3 4 5 6 7 8,,True,
doi:10.1021/acssynbio.7b00208,10.1021/acssynbio.7b00208,2017,data/papers/2017/10.1021__acssynbio.7b00208/publisher/paper.pdf,True,13,1,13,7,7,0,True,1 2 3 4 5 6 7,,True,
doi:10.1021/acssynbio.7b00212,10.1021/acssynbio.7b00212,2017,data/papers/2017/10.1021__acssynbio.7b00212/publisher/paper.pdf,True,8,1,8,6,6,0,True,1 2 3 4 5 6,,True,
doi:10.1021/acssynbio.7b00214,10.1021/acssynbio.7b00214,2017,data/papers/2017/10.1021__acssynbio.7b00214/publisher/paper.pdf,True,12,1,12,13,13,0,True,1 2 3 4 5 6 7 8 9 10 11 12 13,,True,
doi:10.1021/acssynbio.7b00219,10.1021/acssynbio.7b00219,2017,data/papers/2017/10.1021__acssynbio.7b00219/publisher/paper.pdf,True,9,1,9,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.7b00234,10.1021/acssynbio.7b00234,2017,data/papers/2017/10.1021__acssynbio.7b00234/publisher/paper.pdf,True,8,1,8,3,3,0,True,1 2 3,,True,
doi:10.1021/acssynbio.7b00235,10.1021/acssynbio.7b00235,2017,data/papers/2017/10.1021__acssynbio.7b00235/publisher/paper.pdf,True,14,1,14,5,5,0,True,1 2 3 4 5,,True,
doi:10.1021/acssynbio.7b00236,10.1021/acssynbio.7b00236,2017,data/papers/2017/10.1021__acssynbio.7b00236/publisher/paper.pdf,True,4,1,4,2,2,0,True,1 2,,True,
doi:10.1021/acssynbio.7b00240,10.1021/acssynbio.7b00240,2017,data/papers/2017/10.1021__acssynbio.7b00240/publisher/paper.pdf,True,10,1,10,4,4,0,True,1 2 3 4,,True,
doi:10.1021/acssynbio.7b00246,10.1021/acssynbio.7b00246,2017,data/papers/2017/10.1021__acssynbio.7b00246/publisher/paper.pdf,True,7,1,7,4,4,0,True,1 2 3 4,,True,
